user_id,matches,recomendations,train,eval
U_8455398,0,1,3,1
U_10197536,0,1,3,1
U_2907915,0,2,4,2
U_78719,0,1,3,1
U_3234902,0,1,3,1
U_10095383,0,1,3,1
U_8208319,0,1,3,1
U_10868501,0,2,5,2
U_608883,0,2,3,2
U_10040189,0,2,4,2
U_6742942,0,2,5,2
U_2567357,1,2,3,2
U_1643272,0,2,5,2
U_6695823,0,1,3,1
U_2939498,0,2,3,2
U_1101431,0,3,8,3
U_10442022,0,2,4,2
U_1942755,0,1,3,1
U_9111304,0,2,6,2
U_2573396,0,2,3,2
U_1640440,0,3,8,3
U_4442266,0,2,6,2
U_446924,0,2,6,2
U_566355,0,3,6,3
U_201444,0,2,3,2
U_6596853,0,4,9,4
U_312923,0,1,3,1
U_10185679,1,2,3,2
U_7064051,0,1,3,1
U_8147601,0,1,3,1
U_447957,0,1,3,1
U_7835029,0,2,3,2
U_326835,1,10,30,10
U_7809358,0,1,3,1
U_191439,0,1,3,1
U_6597602,0,2,5,2
U_9493100,0,2,3,2
U_9493102,0,2,3,2
U_918650,1,2,6,2
U_486242,0,2,6,2
U_10873401,0,2,3,2
U_8266078,0,2,5,2
U_8867819,1,2,3,2
U_2622481,0,3,8,3
U_2622485,0,2,4,2
U_2622484,0,2,5,2
U_7836256,0,1,3,1
U_1079056,0,1,3,1
U_7963287,0,2,6,2
U_8483587,0,4,11,4
U_10633033,0,1,3,1
U_4433220,1,1,3,1
U_1999,0,2,6,2
U_7473989,0,1,3,1
U_7794327,0,2,5,2
U_442617,0,2,6,2
U_6870742,0,2,6,2
U_9459991,0,2,3,2
U_8044305,0,2,5,2
U_5838750,0,2,4,2
U_4752539,1,3,8,3
U_8804449,0,4,10,4
U_9599186,0,2,3,2
U_2536540,0,4,9,4
U_4440801,0,1,3,1
U_6888067,0,2,4,2
U_7568376,0,1,3,1
U_9853888,0,2,4,2
U_7797737,0,2,4,2
U_11751860,1,2,3,2
U_6841925,0,2,4,2
U_7435984,0,1,3,1
U_7671076,0,6,17,6
U_6930423,0,3,9,3
U_977630,0,1,3,1
U_3239785,0,1,3,1
U_2736203,0,2,6,2
U_4442527,0,3,6,3
U_4442523,0,1,3,1
U_10031757,0,1,3,1
U_1493992,0,1,3,1
U_9612242,0,1,3,1
U_9788468,1,2,3,2
U_7474297,0,1,3,1
U_8568634,0,3,6,3
U_7055696,0,2,3,2
U_10329327,0,2,4,2
U_10329328,0,2,4,2
U_6315378,0,2,3,2
U_10850251,1,1,3,1
U_4453328,0,2,3,2
U_1201451,0,3,9,3
U_677650,0,1,3,1
U_10360412,0,1,3,1
U_6676512,0,6,15,6
U_8731107,0,1,3,1
U_7031179,0,1,3,1
U_11487262,0,1,3,1
U_6314164,0,2,3,2
U_10576092,0,2,4,2
U_1003283,0,2,3,2
U_4388146,0,2,6,2
U_894926,0,2,3,2
U_11979472,0,2,3,2
U_4553607,0,4,11,4
U_540311,0,1,3,1
U_8481872,0,1,3,1
U_3193332,1,2,3,2
U_5937892,0,2,3,2
U_9690442,0,2,4,2
U_4812253,0,4,12,4
U_10433275,0,2,4,2
U_6950979,0,1,3,1
U_7721000,0,1,3,1
U_9972207,0,1,3,1
U_9180849,0,2,6,2
U_1509566,0,6,15,6
U_3171624,0,2,5,2
U_10552843,0,1,3,1
U_2482431,0,2,3,2
U_250684,0,3,7,3
U_480053,0,2,3,2
U_10689500,0,2,3,2
U_4277411,0,2,5,2
U_7423874,0,2,3,2
U_9058531,0,1,3,1
U_9577973,0,1,3,1
U_10631224,0,2,4,2
U_6596249,0,2,4,2
U_6826040,0,2,3,2
U_8261988,0,2,3,2
U_9658786,0,1,3,1
U_4400669,0,3,8,3
U_10059867,0,1,3,1
U_4476474,0,2,4,2
U_8041312,0,2,3,2
U_10280990,0,2,3,2
U_8037485,1,1,3,1
U_7090777,0,2,3,2
U_9659377,0,1,3,1
U_5201900,0,2,3,2
U_8728214,0,2,6,2
U_6326687,0,2,3,2
U_9672406,0,2,5,2
U_345155,0,2,3,2
U_9477314,1,9,26,9
U_6665912,0,2,3,2
U_10033562,0,1,3,1
U_8498296,0,3,8,3
U_9906633,0,1,3,1
U_2831495,0,2,3,2
U_5241743,0,3,7,3
U_161049,1,1,3,1
U_9695008,0,2,4,2
U_9712531,0,1,3,1
U_7089822,0,2,5,2
U_7177888,0,2,5,2
U_9604091,0,1,3,1
U_10395068,1,2,3,2
U_6360921,0,2,5,2
U_9937133,0,2,4,2
U_1366157,0,2,3,2
U_1451399,0,2,5,2
U_6469189,0,2,3,2
U_7722058,0,2,4,2
U_8441520,0,4,9,4
U_8406835,0,2,3,2
U_728628,0,2,6,2
U_8484858,0,2,5,2
U_9441657,0,2,3,2
U_487787,0,2,4,2
U_9921789,0,1,3,1
U_4560533,0,1,3,1
U_88706,0,8,23,8
U_9419366,0,1,3,1
U_7793094,0,1,3,1
U_6064458,0,1,3,1
U_8238741,0,2,4,2
U_1016972,1,1,3,1
U_10028222,0,2,3,2
U_8552523,0,2,3,2
U_9450457,0,2,5,2
U_13836,0,1,3,1
U_10281746,1,1,3,1
U_513325,0,3,8,3
U_521917,0,2,3,2
U_2150348,0,2,3,2
U_1010594,0,2,5,2
U_10307672,0,2,3,2
U_9691976,0,2,4,2
U_8262431,0,1,3,1
U_6476590,0,2,4,2
U_67468,0,2,3,2
U_67469,0,3,9,3
U_6044269,0,2,3,2
U_10540850,0,1,3,1
U_4693260,0,1,3,1
U_9137696,0,1,3,1
U_10072225,0,2,3,2
U_510737,0,2,4,2
U_801376,0,2,4,2
U_1010727,0,2,3,2
U_8567806,0,3,6,3
U_10650961,0,2,3,2
U_750714,0,3,6,3
U_7117383,0,1,3,1
U_7170966,0,1,3,1
U_14311,0,2,4,2
U_303194,0,2,5,2
U_9219583,0,1,3,1
U_8508071,0,2,3,2
U_10098683,0,3,9,3
U_2785828,0,2,3,2
U_10506395,0,2,6,2
U_8634855,0,1,3,1
U_11852414,0,1,3,1
U_6562719,0,1,3,1
U_6939842,0,1,3,1
U_8120921,0,1,3,1
U_83121,0,2,3,2
U_83125,0,2,4,2
U_615693,0,1,3,1
U_9126180,0,3,8,3
U_5917822,0,2,4,2
U_10585249,0,1,3,1
U_7952190,0,2,3,2
U_8649628,0,2,3,2
U_4440645,0,2,6,2
U_4440640,0,2,3,2
U_4551901,0,3,6,3
U_450383,0,1,3,1
U_9885372,0,1,3,1
U_8387818,0,2,3,2
U_5882159,0,4,9,4
U_6899429,0,2,6,2
U_9019358,0,1,3,1
U_474634,0,2,4,2
U_6822508,0,1,3,1
U_6736706,0,2,4,2
U_7693875,0,2,3,2
U_8594420,0,1,3,1
U_814035,0,2,3,2
U_9373283,0,1,3,1
U_10072054,1,2,4,2
U_542164,0,1,3,1
U_7094054,0,1,3,1
U_7094056,0,2,4,2
U_286823,0,2,3,2
U_286824,1,1,3,1
U_5803208,0,2,4,2
U_9589452,0,3,7,3
U_7086068,0,2,3,2
U_9375335,0,2,3,2
U_6049476,0,2,6,2
U_7001427,0,5,12,5
U_7001422,0,1,3,1
U_7032238,0,2,6,2
U_1011148,0,1,3,1
U_8516373,0,1,3,1
U_11669373,0,2,3,2
U_317960,0,1,3,1
U_6383449,1,2,3,2
U_6383443,0,2,5,2
U_7199588,0,2,4,2
U_10620600,0,1,3,1
U_6976725,0,1,3,1
U_8523045,0,1,3,1
U_9781949,0,3,8,3
U_7176269,0,1,3,1
U_10776797,1,1,3,1
U_7572976,0,1,3,1
U_10623873,0,1,3,1
U_2918729,0,2,4,2
U_8912,0,2,6,2
U_6319268,0,2,3,2
U_8241340,0,2,5,2
U_9072128,0,1,3,1
U_1942032,0,1,3,1
U_7747598,0,2,4,2
U_4268316,0,2,4,2
U_2551090,0,2,4,2
U_455666,0,4,11,4
U_35734,0,4,11,4
U_7102405,0,1,3,1
U_7834390,0,1,3,1
U_634170,0,3,9,3
U_8546133,0,2,4,2
U_9345921,0,2,4,2
U_11119097,0,2,3,2
U_11517170,0,1,3,1
U_6678429,0,3,6,3
U_11070567,0,4,9,4
U_7109841,0,2,3,2
U_8490738,0,6,18,6
U_8806633,0,1,3,1
U_279691,0,2,5,2
U_125018,0,2,3,2
U_9328652,0,1,3,1
U_6062708,1,1,3,1
U_6902058,0,1,3,1
U_7575907,0,2,4,2
U_631947,0,2,4,2
U_2394698,0,1,3,1
U_10606681,0,1,3,1
U_5313657,0,1,3,1
U_10025999,0,2,4,2
U_10270407,0,1,3,1
U_7795077,0,1,3,1
U_10313361,0,1,3,1
U_6901266,0,2,5,2
U_6904562,0,1,3,1
U_7048952,0,3,8,3
U_7013762,0,2,5,2
U_1067789,0,6,17,6
U_10198685,0,2,3,2
U_7666284,0,3,9,3
U_5312488,0,1,3,1
U_7185266,0,2,3,2
U_8124361,0,1,3,1
U_10615719,0,2,3,2
U_10630344,0,1,3,1
U_8092994,0,2,3,2
U_10279157,0,1,3,1
U_6933767,0,1,3,1
U_5971071,0,2,5,2
U_7568093,0,1,3,1
U_9691280,0,2,3,2
U_7047487,0,1,3,1
U_107910,0,2,4,2
U_7831906,0,2,3,2
U_6587279,0,1,3,1
U_8493498,0,2,5,2
U_10503262,0,2,3,2
U_8654311,0,2,5,2
U_8423523,0,1,3,1
U_7518090,0,1,3,1
U_7988195,0,2,6,2
U_9837848,0,2,6,2
U_6974158,0,2,4,2
U_8174515,0,2,5,2
U_9551298,0,3,6,3
U_7189114,0,1,3,1
U_43359,0,4,9,4
U_6270157,0,2,4,2
U_6701679,0,2,4,2
U_8731004,0,1,3,1
U_7064907,0,1,3,1
U_7562119,0,3,8,3
U_7765774,0,1,3,1
U_7085160,0,1,3,1
U_7155363,0,2,3,2
U_299702,0,1,3,1
U_299707,0,2,4,2
U_3193415,0,2,3,2
U_9501878,0,1,3,1
U_687297,0,2,4,2
U_10192158,0,2,3,2
U_8663666,1,2,3,2
U_8663669,0,2,4,2
U_8513474,0,1,3,1
U_4332060,0,1,3,1
U_7084154,0,2,5,2
U_9137635,0,1,3,1
U_8059236,0,1,3,1
U_4780582,0,1,3,1
U_9215907,0,1,3,1
U_10390883,0,2,4,2
U_7144966,0,5,15,5
U_7040680,0,4,10,4
U_9619291,0,2,3,2
U_8368600,0,2,4,2
U_11865659,0,1,3,1
U_6048998,0,1,3,1
U_10525371,0,1,3,1
U_11047066,0,1,3,1
U_347653,0,4,10,4
U_6640700,0,1,3,1
U_7738734,0,3,6,3
U_53404,0,4,10,4
U_7990185,0,1,3,1
U_1032050,0,1,3,1
U_9016399,0,2,4,2
U_87755,0,1,3,1
U_8409711,0,2,3,2
U_6256551,0,3,8,3
U_6896253,0,4,10,4
U_5506999,0,2,3,2
U_6326587,0,4,9,4
U_9907518,0,1,3,1
U_10726212,0,2,4,2
U_6600322,0,2,4,2
U_10584851,0,1,3,1
U_9306240,0,1,3,1
U_8381927,0,2,3,2
U_11166861,0,1,3,1
U_8416033,0,1,3,1
U_1579587,0,2,3,2
U_2020370,0,1,3,1
U_11752506,0,2,3,2
U_8861162,0,2,3,2
U_9485307,0,1,3,1
U_1875816,0,1,3,1
U_6905761,0,2,3,2
U_7119675,0,2,5,2
U_8551595,0,2,4,2
U_8551599,0,1,3,1
U_10549089,0,2,3,2
U_8602011,0,2,3,2
U_6533887,0,11,30,11
U_719553,0,2,4,2
U_6424374,0,2,5,2
U_10511960,0,1,3,1
U_10507774,0,2,3,2
U_10507776,0,2,6,2
U_512079,1,2,3,2
U_6854629,0,1,3,1
U_10656301,1,1,3,1
U_8185159,0,2,5,2
U_9872427,0,2,3,2
U_8415970,0,2,3,2
U_9519658,0,2,6,2
U_6769118,0,2,4,2
U_6733103,0,2,3,2
U_207454,0,1,3,1
U_4516468,0,3,9,3
U_9702952,0,2,3,2
U_10767997,0,3,7,3
U_193912,0,2,3,2
U_554914,0,2,3,2
U_8164589,0,1,3,1
U_4637297,0,2,3,2
U_10136573,0,2,4,2
U_646518,0,1,3,1
U_8772106,0,2,5,2
U_7057873,0,2,3,2
U_10226597,0,1,3,1
U_2480899,0,2,3,2
U_11853345,0,3,7,3
U_8526810,0,2,3,2
U_4371506,0,3,8,3
U_8091051,0,5,13,5
U_9207319,0,2,3,2
U_11600745,0,1,3,1
U_7692878,0,1,3,1
U_10420807,0,3,8,3
U_1044225,0,1,3,1
U_1133952,0,3,7,3
U_11656134,0,1,3,1
U_8459149,0,2,3,2
U_7801127,1,1,3,1
U_3756852,0,2,6,2
U_9581028,0,2,3,2
U_6237372,0,1,3,1
U_10322015,0,2,6,2
U_8421773,0,1,3,1
U_6828199,0,3,9,3
U_8426680,0,1,3,1
U_10751464,0,3,6,3
U_9829134,0,1,3,1
U_6319464,0,2,5,2
U_6569905,0,3,6,3
U_991649,0,1,3,1
U_8634002,0,2,4,2
U_7142685,0,2,4,2
U_2570981,0,2,3,2
U_1114015,0,1,3,1
U_6899569,0,2,6,2
U_6322239,0,2,6,2
U_10586515,0,1,3,1
U_8413059,0,1,3,1
U_7106399,0,1,3,1
U_8987528,0,1,3,1
U_7103415,0,2,4,2
U_632010,0,2,3,2
U_9326003,0,2,3,2
U_6837133,0,1,3,1
U_1204271,0,1,3,1
U_492507,0,3,8,3
U_6994040,0,5,12,5
U_10659101,0,1,3,1
U_1508083,0,2,3,2
U_7673009,0,2,6,2
U_8780635,0,1,3,1
U_305670,0,2,5,2
U_8511629,0,2,5,2
U_2947670,0,3,6,3
U_6380118,0,2,5,2
U_722405,0,2,3,2
U_8045484,0,1,3,1
U_1772717,1,1,3,1
U_9570648,0,2,3,2
U_253596,0,2,4,2
U_10697804,1,1,3,1
U_8524513,0,3,7,3
U_506813,0,1,3,1
U_7140529,0,1,3,1
U_9986873,0,2,3,2
U_8862062,0,1,3,1
U_7794867,0,2,4,2
U_6944167,0,1,3,1
U_40186,0,3,8,3
U_40188,0,2,4,2
U_8352123,0,2,6,2
U_7678188,0,2,3,2
U_9168905,0,2,5,2
U_3222856,0,2,3,2
U_3222859,0,2,6,2
U_10834354,0,2,3,2
U_11580411,0,1,3,1
U_8226577,0,1,3,1
U_2797590,0,1,3,1
U_496584,0,1,3,1
U_2438784,0,2,4,2
U_7519532,0,1,3,1
U_9538561,0,2,3,2
U_9172865,0,2,5,2
U_9418298,0,2,4,2
U_8160316,0,2,6,2
U_7178922,0,3,7,3
U_4539370,0,1,3,1
U_4492737,0,2,3,2
U_4492732,0,1,3,1
U_312768,0,1,3,1
U_6858163,0,2,5,2
U_8423326,0,1,3,1
U_6145186,0,1,3,1
U_7473649,1,4,9,4
U_10607530,0,1,3,1
U_170703,0,2,4,2
U_170706,0,2,5,2
U_9998276,0,1,3,1
U_8505139,0,2,5,2
U_10556430,0,3,6,3
U_9771836,0,1,3,1
U_8489249,0,2,3,2
U_6062403,0,2,4,2
U_8402616,0,2,3,2
U_4331295,0,2,5,2
U_9885665,0,1,3,1
U_7724651,0,1,3,1
U_1938920,0,4,10,4
U_48800,0,2,5,2
U_7427448,0,2,5,2
U_2990074,0,1,3,1
U_10811335,0,2,5,2
U_9573528,0,1,3,1
U_8035561,0,2,3,2
U_9571144,0,2,3,2
U_7707706,0,1,3,1
U_9448437,0,1,3,1
U_240791,0,2,3,2
U_8512065,0,2,4,2
U_2610165,1,1,3,1
U_9415228,0,1,3,1
U_10522297,0,2,3,2
U_7541026,0,2,3,2
U_8774309,0,2,3,2
U_6945503,0,3,6,3
U_10265935,0,1,3,1
U_507859,0,2,4,2
U_2617571,0,2,4,2
U_10435905,0,1,3,1
U_9224056,0,3,8,3
U_9071924,0,4,10,4
U_10719023,0,2,3,2
U_6375225,0,1,3,1
U_389483,1,3,8,3
U_6167662,0,2,4,2
U_10385144,0,2,4,2
U_9250031,0,1,3,1
U_10832803,0,2,5,2
U_10263407,0,2,5,2
U_6311066,0,1,3,1
U_6052356,0,2,3,2
U_8726297,0,1,3,1
U_6826782,0,2,5,2
U_4440824,0,4,12,4
U_1995478,0,2,4,2
U_2441384,0,1,3,1
U_9512461,0,2,3,2
U_6898978,0,1,3,1
U_8505897,0,2,3,2
U_6841094,0,1,3,1
U_100441,1,2,4,2
U_6691355,0,1,3,1
U_8647493,0,2,3,2
U_6974630,0,3,6,3
U_7614957,0,1,3,1
U_6311970,0,1,3,1
U_7116344,0,2,6,2
U_7116343,0,1,3,1
U_7116349,0,2,4,2
U_73462,0,2,3,2
U_9259352,0,2,4,2
U_6962868,0,2,4,2
U_8999798,0,2,5,2
U_119931,0,1,3,1
U_7562231,0,1,3,1
U_222768,0,1,3,1
U_10533512,0,3,7,3
U_10730697,1,2,3,2
U_11039192,0,2,3,2
U_7048195,0,1,3,1
U_1133327,0,4,11,4
U_10906412,0,2,4,2
U_9176174,0,2,4,2
U_7320964,0,2,3,2
U_9681532,1,1,3,1
U_8456826,1,2,5,2
U_10790981,1,2,3,2
U_8478760,0,3,7,3
U_8430313,0,1,3,1
U_11882482,1,1,3,1
U_10436546,1,1,3,1
U_7375153,0,2,6,2
U_6287538,0,5,13,5
U_7428267,0,2,6,2
U_6890875,0,7,19,7
U_11849335,0,1,3,1
U_341645,0,1,3,1
U_10523904,0,1,3,1
U_6424583,0,1,3,1
U_3261036,0,2,5,2
U_3261031,0,4,11,4
U_1662686,0,1,3,1
U_4924749,0,2,5,2
U_10194501,0,2,3,2
U_8063521,0,2,4,2
U_3746088,0,1,3,1
U_340091,0,2,3,2
U_5043790,0,2,4,2
U_7948616,1,3,7,3
U_9482563,0,2,4,2
U_70830,0,2,3,2
U_11976334,0,2,3,2
U_3081607,0,1,3,1
U_53500,0,1,3,1
U_7990080,0,4,9,4
U_460810,0,2,3,2
U_7990083,0,2,3,2
U_1086652,0,1,3,1
U_7201198,0,2,3,2
U_8569464,0,2,3,2
U_10244650,0,2,4,2
U_8384963,0,2,4,2
U_7008871,0,1,3,1
U_9846591,0,1,3,1
U_2596668,0,2,4,2
U_9683543,0,1,3,1
U_7649605,0,2,5,2
U_10124191,0,1,3,1
U_10664058,0,2,3,2
U_8186795,0,1,3,1
U_3231714,0,2,3,2
U_6896537,0,2,3,2
U_6714111,0,1,3,1
U_841,0,2,4,2
U_5198593,0,2,6,2
U_9881362,0,2,5,2
U_9306342,0,2,6,2
U_8381625,0,2,3,2
U_10169014,0,2,3,2
U_8453834,0,3,8,3
U_7409881,1,1,3,1
U_117032,0,1,3,1
U_7211599,0,4,11,4
U_2948441,0,2,3,2
U_423251,0,3,8,3
U_1917260,0,1,3,1
U_7407535,0,2,4,2
U_6169151,0,2,3,2
U_11345166,0,2,3,2
U_8202731,0,3,9,3
U_10781842,0,2,3,2
U_6816914,0,1,3,1
U_403019,0,2,6,2
U_2860469,0,2,4,2
U_8722337,0,2,4,2
U_7088875,0,2,4,2
U_8274429,0,2,4,2
U_11389899,0,2,5,2
U_9717741,0,1,3,1
U_7647497,0,2,5,2
U_7987006,0,2,5,2
U_88906,0,2,5,2
U_10631869,0,2,3,2
U_6297489,0,1,3,1
U_3053764,0,2,3,2
U_228518,0,2,3,2
U_527953,0,2,3,2
U_2981859,0,1,3,1
U_10392541,0,2,6,2
U_8489269,0,1,3,1
U_8833276,0,1,3,1
U_7980672,0,3,8,3
U_7980679,0,2,3,2
U_7499126,0,3,9,3
U_3129317,0,3,6,3
U_7072541,0,1,3,1
U_1797631,0,2,4,2
U_509376,0,2,5,2
U_10537678,0,2,6,2
U_244358,0,1,3,1
U_241454,0,2,4,2
U_9340509,0,2,4,2
U_9908057,0,2,3,2
U_9451484,0,1,3,1
U_8454030,0,3,9,3
U_10603653,0,1,3,1
U_10078223,0,2,3,2
U_9605047,0,1,3,1
U_2851386,0,2,4,2
U_9348187,0,1,3,1
U_8986716,0,2,4,2
U_8986710,0,4,9,4
U_9341572,0,2,4,2
U_9341571,0,1,3,1
U_5324328,0,1,3,1
U_10480660,0,1,3,1
U_12302,0,2,3,2
U_1518924,0,1,3,1
U_2958877,0,2,3,2
U_2481718,0,1,3,1
U_7574907,0,2,3,2
U_7573483,0,2,3,2
U_8601293,0,1,3,1
U_10339978,0,3,8,3
U_8166025,0,3,7,3
U_8508806,0,2,3,2
U_8844211,1,2,4,2
U_8090106,0,2,4,2
U_7272791,0,3,7,3
U_10577339,0,2,6,2
U_757278,0,1,3,1
U_3371568,0,2,5,2
U_10582459,0,2,4,2
U_1510721,0,2,4,2
U_7976564,0,2,4,2
U_9541188,0,2,3,2
U_3079396,0,3,6,3
U_9760996,0,2,5,2
U_586715,0,2,4,2
U_336265,0,2,4,2
U_2474527,0,2,3,2
U_7551139,0,2,4,2
U_10821949,0,1,3,1
U_8241729,0,3,6,3
U_6202760,0,1,3,1
U_7130520,0,2,4,2
U_5309079,1,2,3,2
U_10519275,0,2,5,2
U_6641051,0,1,3,1
U_2777280,0,1,3,1
U_7525114,0,2,4,2
U_8968039,0,1,3,1
U_5474248,0,1,3,1
U_10499175,1,2,3,2
U_303158,0,2,5,2
U_10385390,0,2,5,2
U_7694842,0,4,10,4
U_11485918,0,2,5,2
U_6892810,0,20,60,20
U_647931,0,3,8,3
U_47435,0,1,3,1
U_10565221,0,1,3,1
U_7127697,0,2,6,2
U_151671,0,4,9,4
U_8085611,0,1,3,1
U_7461609,0,3,8,3
U_7990594,0,1,3,1
U_10640299,0,2,3,2
U_9697677,0,2,4,2
U_10562050,0,1,3,1
U_8149377,0,1,3,1
U_3402498,0,1,3,1
U_4324053,0,3,6,3
U_7694734,0,2,3,2
U_7726432,0,2,5,2
U_625888,2,2,3,2
U_8370720,0,1,3,1
U_6771725,0,1,3,1
U_8863115,0,10,29,10
U_7568735,0,2,6,2
U_5324358,0,2,3,2
U_624975,0,2,4,2
U_8135736,0,2,3,2
U_2298979,0,2,6,2
U_4167467,0,2,5,2
U_177270,0,5,14,5
U_9003664,0,2,6,2
U_8247330,0,2,3,2
U_8179435,0,2,4,2
U_2525519,0,5,14,5
U_7709292,0,2,3,2
U_7845379,0,2,4,2
U_7845375,0,1,3,1
U_6555978,0,2,4,2
U_1908650,0,2,5,2
U_6710553,0,2,5,2
U_6087668,0,2,4,2
U_4743241,0,3,6,3
U_10342196,0,1,3,1
U_9687661,0,1,3,1
U_9109963,0,4,11,4
U_10535407,0,1,3,1
U_10535405,0,7,18,7
U_8198832,0,3,9,3
U_1370362,1,4,12,4
U_9261844,1,2,3,2
U_9286400,0,2,4,2
U_696692,0,2,5,2
U_5142868,0,1,3,1
U_255294,0,3,8,3
U_9025548,0,1,3,1
U_4365012,1,2,3,2
U_7836179,0,3,8,3
U_1368967,0,1,3,1
U_11828317,0,3,8,3
U_7015949,0,1,3,1
U_6722147,0,1,3,1
U_703891,0,3,8,3
U_8271675,0,4,11,4
U_2776582,0,7,21,7
U_10047126,0,1,3,1
U_6637497,0,2,3,2
U_3740822,0,2,3,2
U_9451846,0,3,6,3
U_453333,0,3,8,3
U_9921612,0,1,3,1
U_8241623,0,1,3,1
U_7139498,0,2,4,2
U_8093004,0,2,6,2
U_471192,0,2,4,2
U_8200285,0,2,3,2
U_9771929,0,2,3,2
U_8494024,0,1,3,1
U_6661424,0,2,3,2
U_6690122,0,4,12,4
U_8069910,1,3,6,3
U_6051705,0,1,3,1
U_7118370,1,3,7,3
U_8249004,0,1,3,1
U_153489,0,2,3,2
U_7206253,0,2,5,2
U_7206256,0,1,3,1
U_8473836,0,1,3,1
U_219659,0,2,4,2
U_7859490,0,2,5,2
U_6200550,0,2,4,2
U_9199763,0,1,3,1
U_914703,0,2,3,2
U_2841177,0,3,6,3
U_6421494,0,1,3,1
U_10427288,0,2,5,2
U_7048404,0,1,3,1
U_7799731,0,2,3,2
U_1660612,0,1,3,1
U_1088011,0,2,5,2
U_5124695,0,2,5,2
U_11769667,0,2,5,2
U_6627409,0,2,5,2
U_4262914,0,3,9,3
U_1018416,0,2,4,2
U_935641,0,1,3,1
U_6050564,0,1,3,1
U_10442346,0,1,3,1
U_7562312,0,3,6,3
U_7090111,0,1,3,1
U_7121400,0,2,4,2
U_10560952,0,1,3,1
U_4383747,0,1,3,1
U_11768070,0,2,4,2
U_8004081,0,3,7,3
U_7541863,0,1,3,1
U_2847558,0,1,3,1
U_2921784,0,1,3,1
U_17509,0,2,3,2
U_9695446,1,2,4,2
U_7027180,0,2,4,2
U_3275323,0,2,3,2
U_8248780,0,2,3,2
U_7084755,0,2,4,2
U_364175,0,1,3,1
U_8372592,0,3,6,3
U_3676949,0,2,6,2
U_59731,0,4,9,4
U_9786644,0,2,6,2
U_9484645,0,1,3,1
U_7672397,0,2,3,2
U_7672396,0,1,3,1
U_8966335,0,2,3,2
U_3200807,0,2,3,2
U_9810105,0,1,3,1
U_8443517,0,2,4,2
U_9018304,0,1,3,1
U_4666535,0,2,5,2
U_9841698,0,2,3,2
U_5189398,0,2,4,2
U_9077039,0,3,6,3
U_226913,0,2,3,2
U_8995202,0,1,3,1
U_8831309,0,1,3,1
U_343064,0,1,3,1
U_9374989,0,1,3,1
U_8500102,0,2,3,2
U_5328820,0,2,3,2
U_9462603,0,1,3,1
U_9534097,0,2,3,2
U_8815548,0,1,3,1
U_1460703,0,2,4,2
U_9594157,1,2,3,2
U_8206442,0,1,3,1
U_9428707,0,2,3,2
U_10188946,0,1,3,1
U_9506745,0,1,3,1
U_658413,0,1,3,1
U_10320003,0,1,3,1
U_6682351,0,1,3,1
U_81039,0,2,4,2
U_1155978,0,2,4,2
U_8128207,0,1,3,1
U_5363709,0,3,8,3
U_193288,0,4,9,4
U_560672,0,1,3,1
U_7421437,0,2,3,2
U_8705629,0,3,9,3
U_8705625,0,2,3,2
U_7976264,0,1,3,1
U_8522585,0,2,4,2
U_7041630,0,2,4,2
U_9155056,0,1,3,1
U_9155057,1,2,3,2
U_1113330,0,6,17,6
U_19310,0,5,15,5
U_2598695,0,3,8,3
U_8990235,0,1,3,1
U_161826,0,1,3,1
U_206086,0,1,3,1
U_2332467,0,2,5,2
U_9483989,0,1,3,1
U_3035802,0,2,5,2
U_1473652,1,2,5,2
U_489157,0,1,3,1
U_7133571,0,1,3,1
U_10606190,0,1,3,1
U_2807875,0,2,6,2
U_8530353,0,3,6,3
U_5998998,0,2,4,2
U_2454779,1,2,6,2
U_9183766,0,2,3,2
U_8484074,0,2,3,2
U_8570962,0,1,3,1
U_8570960,0,2,6,2
U_8869640,0,2,5,2
U_8458346,0,5,15,5
U_7679070,0,1,3,1
U_10696939,1,2,4,2
U_4440904,0,2,4,2
U_4440907,0,2,4,2
U_3324616,1,3,9,3
U_4574983,0,2,6,2
U_3021593,0,2,5,2
U_8525154,0,1,3,1
U_6689846,0,2,4,2
U_2022803,0,2,6,2
U_10346400,0,2,6,2
U_7184451,0,2,3,2
U_538761,0,1,3,1
U_7843794,0,1,3,1
U_13059,0,4,9,4
U_8196859,0,2,4,2
U_10614746,0,1,3,1
U_628096,0,2,6,2
U_9175874,0,2,4,2
U_2564243,0,1,3,1
U_12206,1,2,3,2
U_4269804,0,2,5,2
U_9488544,0,1,3,1
U_5243364,0,2,3,2
U_7960080,0,2,4,2
U_10132732,0,1,3,1
U_8090009,0,5,12,5
U_8191371,0,2,4,2
U_9487911,0,1,3,1
U_10963567,0,1,3,1
U_7665548,0,3,6,3
U_10235256,0,2,5,2
U_10660400,0,1,3,1
U_6375196,0,2,6,2
U_10212083,0,1,3,1
U_414906,0,3,7,3
U_307895,0,2,4,2
U_2453810,0,2,5,2
U_758186,0,2,6,2
U_7142486,0,2,3,2
U_5471712,1,2,3,2
U_9486962,0,2,3,2
U_6556859,0,2,5,2
U_9067749,0,4,9,4
U_2792767,0,1,3,1
U_799850,0,1,3,1
U_799858,0,1,3,1
U_8829082,0,1,3,1
U_1638903,0,1,3,1
U_9793503,0,2,4,2
U_8005741,0,3,6,3
U_180355,1,4,12,4
U_4267568,0,1,3,1
U_8485312,0,4,12,4
